Palette Indexed Picture
begin indices
0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 8, 4, 7, 0, 3, 0, 8, 0, 7, 0, 8, 2, 3, 0, 7, 0, 8, 2, 8, 2, 3, 0, 7, 0, 8, 2, 3, 0, 8, 0, 0, 0, 
7, 1, 3, 0, 7, 0, 8, 2, 7, 0, 8, 2, 7, 0, 3, 0, 3, 0, 8, 0, 8, 0, 3, 0, 3, 0, 7, 0, 8, 0, 0, 0, 8, 5, 3, 0, 7, 0, 8, 0, 7, 0, 3, 0, 8, 2, 7, 0, 8, 2, 7, 0, 7, 0, 8, 2, 8, 0, 7, 0, 8, 0, 0, 0, 
7, 2, 7, 0, 7, 0, 7, 0, 8, 2, 8, 2, 15, 0, 3, 0, 7, 0, 7, 0, 7, 0, 8, 1, 7, 0, 7, 0, 8, 0, 0, 0, 7, 2, 8, 0, 3, 0, 7, 0, 8, 1, 8, 2, 7, 0, 8, 2, 7, 0, 8, 2, 3, 0, 8, 0, 8, 0, 7, 0, 8, 0, 0, 0, 
7, 1, 3, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 2, 7, 0, 8, 0, 0, 0, 7, 1, 8, 2, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 15, 0, 3, 0, 8, 0, 0, 0, 
7, 2, 7, 0, 7, 0, 3, 0, 3, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 2, 7, 0, 7, 0, 7, 0, 8, 2, 8, 0, 0, 0, 7, 2, 3, 0, 7, 1, 3, 0, 8, 2, 8, 2, 3, 0, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 8, 2, 7, 0, 8, 0, 0, 0, 
7, 2, 7, 0, 7, 0, 7, 0, 7, 0, 8, 0, 3, 0, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 7, 0, 8, 2, 0, 7, 0, 0, 7, 4, 7, 0, 15, 0, 15, 0, 8, 2, 8, 1, 3, 0, 7, 0, 15, 0, 15, 0, 7, 0, 8, 2, 15, 0, 3, 0, 8, 0, 0, 0, 
8, 4, 7, 0, 8, 0, 3, 0, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 3, 0, 8, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 15, 2, 8, 2, 8, 2, 8, 3, 8, 2, 7, 0, 7, 0, 3, 0, 7, 1, 15, 0, 15, 0, 3, 0, 7, 0, 7, 0, 8, 0, 0, 0, 
7, 2, 3, 0, 3, 0, 7, 0, 3, 0, 7, 0, 8, 2, 8, 0, 8, 0, 8, 0, 8, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 7, 3, 3, 0, 8, 2, 7, 0, 7, 0, 7, 0, 8, 0, 7, 0, 8, 2, 8, 2, 8, 2, 8, 1, 8, 2, 7, 0, 8, 0, 0, 0, 
7, 2, 8, 1, 7, 0, 3, 0, 7, 0, 3, 0, 3, 0, 8, 2, 7, 0, 8, 0, 3, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 7, 2, 7, 0, 8, 0, 3, 0, 8, 2, 8, 0, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 7, 0, 7, 0, 8, 2, 0, 7, 0, 0, 
8, 4, 7, 0, 8, 2, 7, 0, 3, 0, 7, 0, 8, 2, 15, 0, 8, 2, 3, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 8, 6, 8, 1, 7, 0, 8, 4, 8, 2, 7, 0, 3, 0, 3, 0, 8, 2, 8, 2, 7, 0, 7, 0, 7, 0, 8, 1, 0, 7, 0, 0, 
7, 2, 8, 0, 3, 0, 7, 0, 7, 0, 7, 0, 8, 2, 8, 2, 7, 0, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 8, 0, 0, 0, 8, 5, 8, 3, 3, 0, 8, 2, 8, 2, 8, 2, 8, 2, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 
7, 2, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 2, 8, 2, 7, 0, 3, 0, 7, 0, 7, 0, 8, 0, 0, 0, 8, 5, 7, 1, 7, 0, 3, 0, 8, 2, 8, 2, 8, 2, 7, 0, 3, 0, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 8, 0, 0, 0, 
8, 4, 7, 0, 3, 0, 7, 0, 7, 0, 7, 0, 8, 1, 15, 0, 8, 2, 8, 2, 7, 0, 8, 2, 8, 2, 7, 0, 8, 0, 0, 0, 8, 4, 8, 2, 3, 0, 7, 0, 8, 2, 8, 2, 3, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 8, 2, 7, 0, 8, 0, 0, 0, 
8, 4, 7, 0, 7, 0, 3, 0, 7, 0, 3, 0, 7, 0, 8, 2, 8, 2, 7, 1, 8, 2, 7, 0, 3, 0, 3, 0, 8, 0, 0, 0, 8, 6, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 7, 0, 8, 2, 8, 2, 8, 2, 7, 0, 3, 0, 7, 0, 8, 2, 8, 0, 0, 0, 
8, 6, 8, 2, 7, 0, 3, 0, 7, 0, 8, 2, 15, 0, 8, 2, 8, 2, 15, 0, 8, 2, 7, 0, 7, 0, 8, 0, 0, 7, 0, 0, 8, 5, 7, 1, 7, 0, 7, 0, 8, 2, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 7, 0, 8, 2, 8, 2, 8, 0, 8, 0, 0, 0, 
8, 6, 8, 2, 7, 0, 7, 0, 3, 0, 7, 0, 8, 2, 8, 2, 7, 1, 3, 0, 7, 0, 7, 0, 3, 0, 7, 0, 0, 7, 0, 0, 7, 2, 7, 1, 15, 0, 3, 0, 8, 0, 8, 0, 8, 2, 8, 2, 7, 0, 8, 1, 8, 2, 8, 2, 8, 0, 8, 0, 8, 0, 0, 0, 
7, 3, 8, 2, 8, 2, 3, 0, 7, 0, 7, 0, 8, 2, 8, 2, 15, 0, 8, 2, 7, 0, 7, 0, 7, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
7, 3, 8, 2, 7, 0, 8, 2, 8, 0, 7, 0, 8, 2, 8, 2, 7, 0, 8, 1, 3, 0, 3, 0, 8, 0, 7, 0, 8, 0, 0, 0, 7, 2, 8, 4, 8, 4, 3, 0, 8, 0, 7, 0, 3, 0, 7, 0, 3, 0, 7, 0, 7, 0, 8, 0, 0, 7, 8, 0, 8, 0, 0, 0, 
8, 6, 8, 2, 8, 2, 7, 0, 7, 0, 8, 0, 7, 0, 7, 0, 7, 0, 15, 0, 8, 0, 8, 0, 7, 0, 3, 0, 8, 0, 0, 0, 8, 5, 8, 4, 8, 2, 7, 0, 3, 0, 3, 0, 8, 0, 7, 0, 7, 0, 3, 0, 7, 0, 3, 0, 8, 2, 8, 0, 8, 0, 0, 0, 
15, 0, 8, 2, 7, 0, 8, 0, 7, 0, 7, 0, 3, 0, 8, 2, 15, 0, 3, 0, 8, 2, 8, 2, 7, 0, 7, 0, 8, 0, 0, 0, 8, 5, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 3, 0, 7, 0, 8, 2, 8, 2, 15, 0, 8, 0, 8, 0, 0, 0, 
15, 0, 8, 0, 3, 0, 7, 0, 7, 0, 7, 0, 8, 2, 8, 0, 7, 0, 7, 0, 8, 2, 7, 0, 8, 2, 7, 0, 8, 0, 0, 0, 8, 6, 7, 1, 3, 0, 7, 0, 8, 1, 3, 0, 7, 0, 7, 0, 7, 0, 8, 2, 8, 2, 8, 2, 8, 2, 8, 0, 8, 0, 0, 0, 
8, 2, 3, 0, 8, 0, 7, 0, 8, 2, 7, 0, 3, 0, 8, 2, 3, 0, 8, 2, 7, 0, 8, 4, 7, 0, 7, 0, 8, 0, 0, 0, 7, 2, 8, 2, 7, 0, 7, 0, 8, 0, 8, 0, 3, 0, 7, 0, 8, 2, 8, 2, 8, 2, 8, 2, 7, 0, 8, 2, 8, 0, 0, 0, 
8, 4, 8, 0, 3, 0, 7, 0, 3, 0, 8, 0, 7, 0, 8, 0, 7, 0, 7, 0, 8, 2, 8, 2, 3, 0, 7, 0, 8, 0, 0, 0, 8, 6, 7, 0, 15, 0, 7, 0, 8, 1, 3, 0, 7, 0, 8, 0, 8, 2, 7, 0, 7, 0, 7, 0, 7, 0, 8, 0, 8, 0, 0, 0, 
8, 5, 7, 0, 7, 0, 7, 0, 8, 0, 7, 0, 8, 0, 8, 0, 8, 0, 8, 2, 7, 0, 8, 2, 8, 2, 7, 0, 8, 0, 0, 0, 8, 6, 8, 4, 7, 0, 3, 0, 3, 0, 7, 0, 7, 0, 3, 0, 3, 0, 7, 0, 8, 0, 3, 0, 3, 0, 7, 0, 0, 7, 0, 0, 
8, 5, 8, 0, 7, 0, 7, 0, 7, 0, 8, 2, 3, 0, 7, 0, 3, 0, 7, 0, 8, 2, 7, 0, 7, 0, 3, 0, 0, 7, 0, 0, 8, 4, 8, 4, 3, 0, 8, 2, 7, 0, 15, 0, 8, 2, 7, 0, 7, 0, 8, 0, 0, 7, 7, 0, 7, 0, 7, 0, 0, 7, 0, 0, 
7, 2, 8, 0, 3, 0, 8, 2, 8, 2, 8, 2, 8, 0, 3, 0, 7, 0, 7, 0, 8, 2, 7, 0, 7, 0, 7, 0, 0, 7, 0, 0, 7, 0, 8, 2, 15, 0, 7, 0, 8, 2, 7, 1, 15, 0, 8, 2, 7, 0, 3, 0, 8, 0, 7, 0, 7, 0, 7, 0, 8, 0, 0, 0, 
8, 5, 7, 0, 8, 2, 7, 0, 8, 2, 7, 0, 8, 0, 7, 0, 7, 0, 3, 0, 7, 0, 7, 0, 8, 0, 3, 0, 8, 0, 0, 0, 7, 1, 8, 0, 7, 1, 7, 1, 7, 1, 7, 1, 7, 0, 8, 2, 7, 0, 7, 0, 7, 0, 3, 0, 7, 0, 8, 0, 0, 7, 0, 0, 
7, 2, 7, 0, 8, 2, 3, 0, 7, 0, 3, 0, 7, 0, 3, 0, 7, 0, 3, 0, 8, 0, 8, 0, 3, 0, 7, 0, 0, 7, 0, 0, 7, 1, 8, 0, 7, 0, 8, 4, 7, 1, 3, 0, 8, 2, 8, 2, 15, 0, 8, 2, 3, 0, 7, 0, 8, 0, 7, 0, 8, 0, 0, 0, 
